cell_id,marker_a,marker_b,irregularity,growth_signal,actual_cancer,cancer_probability,decision
807,0.9161,0.798,0.757,0.8063,True,0.8328,UNCERTAIN
808,0.0,0.0094,0.1543,0.3218,False,0.0976,PASS
809,0.6514,0.4234,0.9585,0.9794,True,0.7214,UNCERTAIN
810,0.3387,0.0,0.0,0.6788,False,0.2543,PASS
811,0.366,0.1226,0.1492,0.307,False,0.25,PASS
812,0.669,0.8269,0.9927,1.0,True,0.8394,UNCERTAIN
813,0.1986,0.328,0.2404,0.4624,False,0.2921,PASS
814,0.0,0.271,0.349,0.2536,False,0.1883,PASS
815,0.1605,0.2061,0.1282,0.1844,False,0.1702,PASS
816,0.9301,0.7298,1.0,0.6376,True,0.8355,UNCERTAIN
817,0.5088,0.1311,0.1915,0.2032,False,0.2898,PASS
818,0.2176,0.1625,0.3059,0.2182,False,0.2216,PASS
819,0.1235,0.3412,0.1537,0.2348,False,0.2062,PASS
820,0.1132,0.1152,0.1281,0.2494,False,0.1439,PASS
821,0.0,0.2147,0.3364,0.3976,False,0.2005,PASS
822,0.2336,0.0114,0.4316,0.2853,False,0.228,PASS
823,0.3264,0.4392,0.1904,0.0,False,0.2621,PASS
824,0.2291,0.47,0.1602,0.0292,False,0.2356,PASS
825,0.7894,0.7966,0.6343,0.5052,True,0.7033,UNCERTAIN
826,0.1791,0.6968,0.203,0.3452,False,0.3465,UNCERTAIN
827,0.9525,0.7008,0.8742,1.0,True,0.8834,TARGET
828,0.2171,0.3095,0.267,0.5144,False,0.3097,UNCERTAIN
829,0.2203,0.379,0.3834,0.0,False,0.2486,PASS
830,0.5681,0.3021,0.5869,0.2389,False,0.4395,UNCERTAIN
831,0.1645,0.3899,0.4638,0.4259,False,0.333,UNCERTAIN
832,0.2386,0.216,0.3014,0.3066,False,0.2591,PASS
833,0.5695,0.9329,0.6467,0.5469,True,0.6713,UNCERTAIN
834,0.2421,0.0741,0.0957,0.0721,False,0.1368,PASS
835,0.3625,0.5255,0.1531,0.3524,False,0.3594,UNCERTAIN
836,0.1697,0.3496,0.1055,0.0603,False,0.1799,PASS
837,0.1196,0.1152,0.2275,0.3628,False,0.1887,PASS
838,0.2237,0.3053,0.0,0.309,False,0.2164,PASS
839,0.8966,0.8346,0.8034,0.6294,True,0.809,UNCERTAIN
840,0.8106,0.1527,0.2324,0.3106,False,0.4305,UNCERTAIN
841,0.1521,0.0191,0.0479,0.221,False,0.1118,PASS
842,0.4101,0.1052,0.1491,0.1417,False,0.228,PASS
843,0.2478,0.1884,0.3486,0.0875,False,0.221,PASS
844,0.6437,0.5801,0.2308,0.1065,False,0.4378,UNCERTAIN
845,0.1778,0.2794,0.1233,0.6473,False,0.2862,PASS
846,0.0118,0.0,0.3206,0.1698,False,0.1022,PASS
847,1.0,0.447,0.8433,0.6947,True,0.7694,UNCERTAIN
848,0.1411,0.7392,0.2524,0.2015,False,0.325,UNCERTAIN
849,0.6767,0.7612,0.8351,0.5415,True,0.7025,UNCERTAIN
850,1.0,0.8339,0.5828,0.5422,True,0.7835,UNCERTAIN
851,0.0294,0.17,0.3108,0.4402,False,0.203,PASS
852,0.0,0.3478,0.0,0.3425,False,0.1555,PASS
853,0.0424,0.3206,0.2104,0.4335,False,0.2238,PASS
854,0.0,0.4591,0.0367,0.4424,False,0.2106,PASS
855,0.6399,0.872,0.6855,0.2509,True,0.6293,UNCERTAIN
856,0.3029,0.5792,0.2173,0.3517,False,0.3646,UNCERTAIN
857,0.5155,0.2014,0.0546,0.2484,False,0.2914,PASS
858,0.8681,0.6263,0.9854,0.9546,True,0.8484,UNCERTAIN
859,0.7727,0.748,0.9072,0.5672,True,0.7524,UNCERTAIN
860,0.6806,0.8678,0.7895,0.6396,True,0.741,UNCERTAIN
861,0.2661,0.021,0.299,0.2657,False,0.2113,PASS
862,0.6831,0.8263,0.8,0.4291,True,0.6915,UNCERTAIN
863,0.4358,0.5035,0.1634,0.3498,False,0.381,UNCERTAIN
864,0.3956,0.1643,0.3695,0.3201,False,0.3175,UNCERTAIN
865,0.7574,0.6463,0.6808,1.0,True,0.7628,UNCERTAIN
866,0.2213,0.3731,0.0,0.4783,False,0.2664,PASS
867,0.2583,0.4619,0.4509,0.0,False,0.2961,PASS
868,0.2268,0.3378,0.2556,0.2426,False,0.2635,PASS
869,0.1479,0.4093,0.3319,0.0,False,0.2205,PASS
870,0.0853,0.2197,0.173,0.3668,False,0.1927,PASS
871,0.9215,0.9236,0.7556,0.4662,True,0.7978,UNCERTAIN
872,0.4527,0.2886,0.2433,0.3692,False,0.3531,UNCERTAIN
873,0.1264,0.0643,0.0487,0.2626,False,0.1226,PASS
874,0.7995,0.9064,0.8701,0.9782,True,0.8761,TARGET
875,0.3225,0.5673,0.2421,0.313,False,0.3657,UNCERTAIN
876,0.8267,0.5881,0.7407,0.885,True,0.7615,UNCERTAIN
877,0.6371,0.5598,0.7516,0.9053,True,0.6943,UNCERTAIN
878,0.0799,0.1779,0.1409,0.1086,False,0.1223,PASS
879,0.1723,0.4658,0.3213,0.4556,False,0.3321,UNCERTAIN
880,0.0,0.5973,0.1567,0.0426,False,0.1892,PASS
881,0.634,0.1936,0.3593,0.425,False,0.4271,UNCERTAIN
882,0.0494,0.0725,0.0,0.1899,False,0.0734,PASS
883,0.7631,0.4989,0.6346,0.5409,True,0.6269,UNCERTAIN
884,0.3465,0.7231,0.6762,0.8395,True,0.6052,UNCERTAIN
885,0.3409,0.4207,0.2251,0.3233,False,0.3342,UNCERTAIN
886,0.1844,0.0883,0.1762,0.0,False,0.1218,PASS
887,0.5099,0.3915,0.2719,0.2595,False,0.3826,UNCERTAIN
888,0.6233,0.4659,0.9022,0.6588,True,0.6468,UNCERTAIN
889,0.9182,0.7132,0.8731,0.6852,True,0.8113,UNCERTAIN
890,0.1121,0.0,0.3446,0.2121,False,0.1506,PASS
891,0.0366,0.213,0.5177,0.476,False,0.2648,PASS
892,0.4552,0.5022,0.4788,0.3875,False,0.4581,UNCERTAIN
893,0.1339,0.5605,0.2014,0.1135,False,0.25,PASS
894,0.7478,0.915,0.5561,0.7784,True,0.7574,UNCERTAIN
895,0.2806,0.0483,0.1513,0.0852,False,0.1576,PASS
896,0.6345,0.5239,0.3783,0.5797,False,0.5447,UNCERTAIN
897,0.0721,0.1663,0.4088,0.5189,False,0.2524,PASS
898,0.3207,0.2004,0.2919,0.0401,False,0.2288,PASS
899,0.1551,0.2544,0.0368,0.2942,False,0.1841,PASS
900,0.4946,0.3414,0.1074,0.4502,False,0.37,UNCERTAIN
901,0.5922,0.425,0.3035,0.0,False,0.3742,UNCERTAIN
902,0.9847,0.6749,0.4925,0.9315,True,0.7981,UNCERTAIN
903,0.0826,0.0991,0.1288,0.0,False,0.0795,PASS
904,0.2922,0.357,0.0098,0.2176,False,0.237,PASS
905,0.3219,0.2696,0.4409,0.333,False,0.3349,UNCERTAIN
906,0.1709,0.2431,0.0951,0.1634,False,0.1723,PASS
907,0.6263,0.2977,0.0411,0.498,False,0.4014,UNCERTAIN
908,0.0736,0.3309,0.7978,0.1229,False,0.2926,PASS
909,0.0,0.1155,0.2003,0.4497,False,0.1589,PASS
910,0.1989,0.3091,0.0672,0.4822,False,0.2567,PASS
911,0.4356,0.257,0.4807,0.1701,False,0.3469,UNCERTAIN
912,0.6954,0.7563,1.0,0.4168,True,0.7158,UNCERTAIN
913,0.1099,0.3622,0.1132,0.3732,False,0.2263,PASS
914,0.2272,0.1449,0.0,0.6521,False,0.2462,PASS
915,0.2857,0.759,0.2662,0.4758,False,0.4381,UNCERTAIN
916,0.4394,0.2573,0.3231,0.0,False,0.2827,PASS
917,0.1526,0.2333,0.1179,0.1327,False,0.1619,PASS
918,0.2156,0.487,0.0433,0.4816,False,0.3022,UNCERTAIN
919,0.3316,0.2592,0.0024,0.1117,False,0.2037,PASS
920,1.0,0.6996,0.7575,0.5196,True,0.7803,UNCERTAIN
921,0.0539,0.0,0.2006,0.0601,False,0.071,PASS
922,0.4294,0.4588,0.2066,0.3744,False,0.3812,UNCERTAIN
923,0.4315,1.0,0.6051,0.5556,True,0.6332,UNCERTAIN
924,0.3753,0.4306,0.1531,0.0981,False,0.2893,PASS
925,0.0,0.2406,0.2736,0.2567,False,0.1662,PASS
926,0.831,0.9008,0.8657,0.975,True,0.8842,TARGET
927,0.8535,0.807,0.8968,0.5759,True,0.795,UNCERTAIN
928,0.5305,0.5235,0.3467,0.0,False,0.3859,UNCERTAIN
929,0.1815,0.4464,0.4524,0.3523,False,0.336,UNCERTAIN
930,0.7148,0.5647,0.7513,0.7758,True,0.6968,UNCERTAIN
931,0.625,0.6915,0.8264,0.6536,True,0.6876,UNCERTAIN
932,0.0505,0.0293,0.0,0.3083,False,0.0867,PASS
933,0.1739,0.0475,0.0,0.2929,False,0.1313,PASS
934,0.9775,0.801,0.6612,1.0,True,0.8746,TARGET
935,0.1496,0.0065,0.625,0.2265,False,0.2243,PASS
936,0.5208,0.8362,0.8012,0.8681,True,0.7252,UNCERTAIN
937,0.3124,0.0405,0.2717,0.15,False,0.2038,PASS
938,0.383,0.1544,0.1072,0.0,False,0.1941,PASS
939,0.1103,0.0,0.0869,0.0546,False,0.0669,PASS
940,0.5569,0.719,0.5248,0.2878,True,0.5372,UNCERTAIN
941,0.3178,0.3211,0.241,0.3956,False,0.3188,UNCERTAIN
942,0.2132,0.3528,0.0,0.4051,False,0.2438,PASS
943,0.9677,0.5948,0.8095,0.4367,True,0.7366,UNCERTAIN
944,0.5896,0.5759,0.6058,0.7366,True,0.6188,UNCERTAIN
945,0.3674,0.4851,0.4345,0.3406,False,0.4049,UNCERTAIN
946,0.4677,0.3834,0.249,0.5139,False,0.4121,UNCERTAIN
947,0.5541,0.8622,0.6523,0.7744,True,0.6948,UNCERTAIN
948,0.9552,0.5349,0.862,0.5206,True,0.7446,UNCERTAIN
949,0.6502,0.6775,0.7579,0.8152,True,0.7116,UNCERTAIN
950,0.2614,0.3633,0.3184,0.0,False,0.246,PASS
951,0.6503,0.9595,0.6653,0.4823,True,0.697,UNCERTAIN
952,0.9684,0.8574,0.9042,0.8932,True,0.9128,TARGET
953,0.5609,0.5728,1.0,0.4877,True,0.637,UNCERTAIN
954,0.8267,1.0,0.6113,0.7975,True,0.8211,UNCERTAIN
955,0.2676,0.3688,0.043,0.1222,False,0.2189,PASS
956,0.8246,0.6323,0.811,1.0,True,0.8089,UNCERTAIN
957,0.466,0.8327,0.8799,0.7498,True,0.6972,UNCERTAIN
958,0.4274,0.7063,0.6873,0.5744,True,0.5785,UNCERTAIN
959,0.3554,0.3167,0.1758,0.0,False,0.2387,PASS
960,0.4477,0.3221,0.0585,0.0,False,0.2489,PASS
961,0.7477,0.8869,0.9186,0.8122,True,0.8296,UNCERTAIN
962,0.3243,0.0361,0.4063,0.3925,False,0.2823,PASS
963,0.5072,0.7713,0.4422,0.5258,True,0.5639,UNCERTAIN
964,0.0,0.3662,0.142,0.2101,False,0.162,PASS
965,0.8613,0.8907,0.8678,0.5335,True,0.8044,UNCERTAIN
966,0.2561,0.1295,0.2648,0.2859,False,0.2321,PASS
967,0.9303,0.8241,0.637,0.7395,True,0.8069,UNCERTAIN
968,0.7439,0.699,0.6071,0.6307,True,0.6827,UNCERTAIN
969,0.2397,0.2635,0.5031,0.641,False,0.3786,UNCERTAIN
970,0.4967,0.2572,0.1374,0.0,False,0.2656,PASS
971,0.0,0.3655,0.0,0.2152,False,0.1344,PASS
972,0.6813,0.7575,0.8492,0.7678,True,0.7512,UNCERTAIN
973,0.0957,0.3809,0.3622,0.1937,False,0.2399,PASS
974,0.9656,0.7855,0.4843,0.7159,True,0.7744,UNCERTAIN
975,0.5564,0.1848,0.3528,0.3591,False,0.3833,UNCERTAIN
976,0.6729,0.3432,0.1349,0.1797,False,0.3842,UNCERTAIN
977,0.0465,0.416,0.273,0.0749,False,0.1899,PASS
978,0.7806,0.7562,0.7679,0.7608,True,0.768,UNCERTAIN
979,0.4737,0.4922,0.0812,0.2594,False,0.357,UNCERTAIN
980,0.8607,0.8441,0.6733,0.9753,True,0.842,UNCERTAIN
981,0.1301,0.0469,0.1396,0.1338,False,0.1119,PASS
982,0.2271,0.4245,0.4266,0.2137,False,0.3137,UNCERTAIN
983,0.8443,0.5833,0.6435,0.6914,True,0.7083,UNCERTAIN
984,0.327,0.7419,0.8597,0.6811,True,0.6081,UNCERTAIN
985,0.1049,0.2495,0.1847,0.3476,False,0.2055,PASS
986,0.0263,0.2774,0.0329,0.0,False,0.0851,PASS
987,0.1499,0.7955,0.4344,0.5603,False,0.4503,UNCERTAIN
988,0.7244,0.8082,0.7781,0.8281,True,0.7769,UNCERTAIN
989,0.404,0.3768,0.4331,0.2463,False,0.3715,UNCERTAIN
990,0.1576,0.2206,0.251,0.4242,False,0.2453,PASS
991,1.0,0.7136,0.989,0.6132,True,0.8488,UNCERTAIN
992,0.695,0.6474,0.784,0.7561,True,0.7131,UNCERTAIN
993,0.2161,0.2951,0.2932,0.2744,False,0.2629,PASS
994,0.1163,0.6971,0.0,0.3771,False,0.2904,PASS
995,0.3098,0.1725,0.257,0.1377,False,0.2305,PASS
996,0.2423,0.2469,0.2821,0.5031,False,0.3036,UNCERTAIN
997,0.3797,0.2156,0.0,0.2809,False,0.243,PASS
998,0.3769,0.4691,0.0,0.4131,False,0.3318,UNCERTAIN
999,0.3941,0.3264,0.4363,0.0,False,0.3068,UNCERTAIN
1000,0.421,0.2392,0.2096,0.0851,False,0.2661,PASS
